2.355000	-431602080.000000	-431602080.000000	-431602080.000000	-431602080.000000	135.000000	-0.000000	135.000000
2.355000	-431602080.000000	-431602080.000000	-431602080.000000	-431602080.000000	135.000000	-0.000000	135.000000
2.387000	89746632.000000	2.571710	0.655261	0.317976	-3.173827	7.836188	6.382935
2.402000	89746632.000000	2.571710	0.655261	0.317976	-3.173827	7.836188	6.382935
2.433000	89746632.000000	2.571728	0.655284	0.318042	-3.168015	7.854358	6.374425
2.465000	89746640.000000	2.571735	0.655255	0.318016	-3.217961	7.856708	6.398358
2.480000	89746640.000000	2.571752	0.655229	0.318011	-3.151175	7.868161	6.380204
2.511000	89746648.000000	2.571731	0.655252	0.317993	-3.066529	7.842558	6.383518
2.527000	89746648.000000	2.571687	0.655204	0.317970	-3.236213	7.853559	6.392744
2.558000	89746656.000000	2.571640	0.655211	0.317957	-2.944066	7.853480	6.356525
2.589000	89746656.000000	2.571697	0.655272	0.318001	-3.141584	7.834705	6.376288
2.605000	89746656.000000	2.571661	0.655290	0.318047	-3.399429	7.824363	6.404357
2.636000	89746664.000000	2.571728	0.655253	0.318048	-3.175945	7.862827	6.374954
2.652000	89746664.000000	2.571605	0.654341	0.318128	-2.271802	7.948344	6.212913
2.683000	89746672.000000	2.571698	0.655315	0.317995	-3.022445	7.824774	6.384536
2.714000	89746672.000000	2.571707	0.655266	0.317992	-3.140259	7.864174	6.397307
2.730000	89746672.000000	2.571698	0.655276	0.318012	-3.094222	7.844855	6.382746
2.761000	89746680.000000	2.571716	0.655278	0.318045	-3.196535	7.879267	6.374616
2.776000	89746680.000000	2.572416	0.654062	0.318238	4.070556	9.289114	6.361808
2.808000	89746680.000000	2.571724	0.655285	0.318002	-2.988172	7.842368	6.383558
2.839000	89746688.000000	2.571626	0.655263	0.317971	-3.006958	7.827529	6.364036
2.854000	89746688.000000	2.571694	0.655272	0.317993	-3.214144	7.845294	6.379427
2.886000	89746696.000000	2.571730	0.655313	0.318080	-3.196276	7.840589	6.376527
2.901000	89746696.000000	2.571738	0.655262	0.318055	-3.223568	7.855072	6.377042
2.932000	89746696.000000	2.571731	0.655223	0.318000	-3.115701	7.873472	6.373690
2.964000	89746704.000000	2.571682	0.655222	0.318019	-3.463483	7.848024	6.389517
2.979000	89746704.000000	2.571726	0.655294	0.317988	-3.116326	7.821983	6.388477
3.010000	89746704.000000	2.571723	0.655257	0.318023	-3.196966	7.845132	6.395357
3.026000	89746704.000000	2.571723	0.655257	0.318023	-3.196966	7.845132	6.395357
3.057000	89746712.000000	2.571704	0.655310	0.318015	-3.138559	7.817003	6.386218
3.088000	89746720.000000	2.572349	0.654038	0.318223	4.331670	9.318045	6.317079
3.104000	89746720.000000	2.572533	0.654072	0.318200	4.639415	9.313774	6.319563
3.135000	89746720.000000	2.571698	0.655257	0.317999	-3.237387	7.815668	6.409732
3.151000	89746720.000000	2.571698	0.655257	0.317999	-3.237387	7.815668	6.409732
3.182000	89746728.000000	2.571721	0.655264	0.318000	-3.121619	7.834993	6.385582
3.213000	89746728.000000	2.571723	0.655281	0.318056	-3.275822	7.845548	6.379859
3.229000	89746736.000000	2.571726	0.655281	0.318019	-3.101405	7.839163	6.382187
3.260000	89746736.000000	2.571734	0.655290	0.318009	-3.034415	7.832123	6.382010
3.276000	89746736.000000	2.571734	0.655290	0.318009	-3.034415	7.832123	6.382010
3.307000	89746736.000000	2.571704	0.655295	0.318036	-3.231633	7.817280	6.393221
3.338000	89746744.000000	2.571712	0.655291	0.318029	-3.102841	7.843949	6.389686
3.354000	89746752.000000	2.572468	0.654036	0.318244	4.032751	9.295815	6.390582
3.385000	89746752.000000	2.571687	0.655271	0.318051	-3.279671	7.817273	6.407829
3.400000	89746752.000000	2.571687	0.655271	0.318051	-3.279671	7.817273	6.407829
3.432000	89746752.000000	2.571736	0.655268	0.318014	-3.024292	7.836351	6.381481
3.463000	89746760.000000	2.571609	0.655268	0.317995	-2.931714	7.843028	6.356197
3.478000	89746768.000000	2.571731	0.655281	0.318059	-3.127383	7.857656	6.375943
3.510000	89746768.000000	2.571690	0.655273	0.318067	-3.328704	7.829195	6.397683
3.525000	89746768.000000	2.571690	0.655273	0.318067	-3.328704	7.829195	6.397683
