%time	0
528.266000	-0.942000
528.409000	-0.942000
528.552000	-0.942000
528.695000	-0.942000
528.838000	-0.942000
528.981000	-0.942000
529.123000	-0.942000
529.266000	-0.942000
529.409000	-0.942000
529.552000	-0.942000
529.695000	-0.942000
529.838000	-0.942000
529.981000	-0.942000
530.123000	-0.942000
530.266000	-0.942000
530.409000	-0.942000
530.552000	-0.942000
530.695000	-0.942000
530.838000	-0.942000
530.981000	-0.942000
531.123000	-0.942000
531.266000	-0.942000
531.409000	-0.942000
531.552000	-0.942000
531.695000	-0.942000
531.838000	-0.942000
531.981000	-0.942000
532.123000	-0.942000
532.266000	-0.942000
532.409000	-0.942000
532.552000	-0.942000
532.695000	-0.942000
532.838000	-0.920000
532.981000	-0.662000
533.123000	0.741000
533.266000	1.000000
533.410000	1.000000
533.553000	1.000000
533.696000	1.000000
533.839000	1.000000
533.982000	1.000000
534.124000	1.000000
534.267000	1.000000
534.410000	1.000000
534.553000	1.000000
534.696000	1.000000
534.839000	1.000000
534.982000	1.000000
535.124000	1.000000
535.267000	1.000000
535.410000	1.000000
535.553000	1.000000
535.696000	1.000000
535.839000	1.000000
535.982000	1.000000
536.124000	1.000000
536.267000	1.000000
536.410000	1.000000
536.553000	1.000000
536.696000	1.000000
536.839000	1.000000
536.982000	1.000000
537.125000	1.000000
537.267000	1.000000
537.410000	1.000000
537.553000	1.000000
537.696000	1.000000
537.839000	1.000000
537.982000	1.000000
538.124000	1.000000
538.267000	1.000000
538.410000	1.000000
538.553000	1.000000
538.699000	1.000000
538.839000	1.000000
538.982000	1.000000
539.124000	1.000000
539.267000	1.000000
539.410000	1.000000
539.553000	1.000000
539.696000	1.000000
539.839000	1.000000
539.982000	1.000000
540.124000	1.000000
540.267000	1.000000
540.410000	1.000000
540.553000	1.000000
540.696000	1.000000
540.839000	1.000000
540.982000	1.000000
541.124000	1.000000
541.267000	1.000000
541.410000	1.000000
541.553000	1.000000
541.698000	1.000000
541.839000	1.000000
541.982000	1.000000
542.124000	1.000000
542.267000	1.000000
542.410000	1.000000
542.553000	1.000000
542.696000	1.000000
542.839000	1.000000
542.982000	1.000000
543.124000	1.000000
543.267000	1.000000
543.410000	1.000000
543.553000	1.000000
543.696000	1.000000
543.839000	1.000000
543.982000	1.000000
544.124000	1.000000
544.267000	1.000000
544.410000	1.000000
544.553000	1.000000
544.698000	1.000000
544.839000	1.000000
544.982000	1.000000
545.124000	1.000000
545.267000	1.000000
545.410000	1.000000
545.553000	1.000000
545.696000	1.000000
545.839000	1.000000
545.982000	1.000000
546.124000	1.000000
546.267000	1.000000
546.410000	1.000000
546.553000	1.000000
546.696000	1.000000
546.839000	1.000000
546.982000	1.000000
547.124000	1.000000
547.267000	1.000000
547.410000	1.000000
547.553000	1.000000
547.696000	1.000000
547.839000	1.000000
547.982000	1.000000
548.124000	1.000000
548.267000	1.000000
548.410000	1.000000
548.553000	1.000000
548.696000	1.000000
548.839000	1.000000
548.982000	1.000000
549.124000	1.000000
549.267000	1.000000
549.410000	1.000000
549.553000	1.000000
549.696000	1.000000
549.839000	1.000000
549.982000	1.000000
550.441000	1.000000
