0,0, 473,479,0,13451539,0,0, 243
0,0, -91,-150,134,-16288399,0,0, 421
0,0, -69,-4,0,-16289784,0,0, 538
0,0, 0,-25,0,-16292023,0,0, 614
0,0, 0,0,0,-16292283,0,0, 661
0,0, 0,0,0,-16292258,0,0, 690
0,0, 0,0,0,-16292299,0,0, 708
0,0, 0,0,0,-16292329,0,0, 719
0,0, 0,0,0,-16292307,0,0, 726
0,0, 0,0,0,-16292250,0,0, 730
0,0, 0,0,0,-16292344,0,0, 733
0,0, 0,0,0,-16292467,0,0, 734
0,0, 0,0,0,-16292145,0,0, 735
0,0, 0,0,0,-16292353,0,0, 736
0,0, 0,0,0,-16292444,0,0, 736
0,0, 0,0,0,-16292301,0,0, 736
0,0, 0,0,0,-16292318,0,0, 736
0,0, 0,0,0,-16292272,0,0, 736
0,0, 0,0,0,-16292280,0,0, 736
0,0, 0,0,0,-16292180,0,0, 736
0,0, 0,0,0,-16292220,0,0, 736
0,0, 0,0,0,-16292486,0,0, 736
0,0, 0,0,0,-16292219,0,0, 736
0,0, 0,0,0,-16292296,0,0, 736
0,0, 0,96,0,-16291858,0,0, 736
0,0, 0,-28,0,-16292001,0,0, 736
0,0, 0,82,0,-16292171,0,0, 736
0,0, 0,-80,0,-16292207,0,0, 736
0,0, 0,0,0,-16292247,0,0, 736
0,0, 0,0,0,-16292245,0,0, 736
0,0, 0,0,0,-16292409,0,0, 736
0,0, 0,0,0,-16292259,0,0, 736
0,0, 0,0,0,-16292199,0,0, 736
0,0, 0,0,0,-16292275,0,0, 736
0,0, 0,0,0,-16292365,0,0, 736
0,0, 0,64,0,-16292261,0,0, 736
0,0, 0,-64,0,-16292219,0,0, 736
0,0, 0,0,0,-16292284,0,0, 736
0,0, 0,0,0,-16292301,0,0, 736
0,0, 0,0,0,-16292211,0,0, 736
0,0, 0,0,0,-16292411,0,0, 736
0,0, 0,0,0,-16292504,0,0, 736
0,0, 0,0,0,-16292466,0,0, 736
0,0, 0,0,0,-16292346,0,0, 736
0,0, 0,0,0,-16292468,0,0, 736
0,0, 0,0,0,-16292382,0,0, 736
0,0, 0,0,0,-16292303,0,0, 736
0,0, 0,0,0,-16292259,0,0, 736
0,0, 0,0,0,-16292251,0,0, 736
0,0, 0,0,0,-16292211,0,0, 736
0,0, 0,0,0,-16292338,0,0, 736
0,0, 0,0,0,-16292405,0,0, 736
0,0, 0,0,0,-16292428,0,0, 736
0,0, 0,0,0,-16292442,0,0, 736
0,0, 0,0,0,-16292398,0,0, 736
0,0, 0,0,0,-16292416,0,0, 736
0,0, 0,0,0,-16292281,0,0, 736
0,0, 0,0,0,-16292204,0,0, 736
0,0, 0,0,0,-16292106,0,0, 736
0,0, 0,0,0,-16291679,0,0, 736
0,0, 71,0,0,-16290882,0,0, 736
0,0, 8,0,0,-16290707,0,0, 736
0,0, 42,0,-117,-16290949,0,0, 736
0,0, 0,0,0,-16291643,0,0, 736
0,0, -95,0,0,-16291043,0,0, 736
0,0, 24,0,117,-16290432,0,0, 736
0,0, 72,0,0,-16290678,0,0, 736
0,0, -95,0,0,-16291295,0,0, 736
0,0, -160,0,0,-16290193,0,0, 736
0,0, -126,0,-117,-16290557,0,0, 736
0,0, 0,0,0,-16291173,0,0, 736
0,0, 98,0,0,-16290998,0,0, 736
0,0, 95,9,0,-16291148,0,0, 736
0,0, 234,26,-117,-16291138,0,0, 736
0,0, 102,0,0,-16291470,0,0, 736
23,0, 95,9,0,-16291167,-1,0, 736
0,0, -42,5,-117,-16291129,0,0, 736
-19,0, -80,0,0,-16290990,-1,0, 736
0,0, -21,1,-117,-16290848,0,0, 736
0,0, -44,5,-117,-16290688,0,0, 736
0,0, -35,0,-117,-16291176,0,0, 736
0,0, 38,31,-117,-16291039,0,0, 736
47,0, 93,3,0,-16290844,-1,0, 736
0,0, 54,0,-117,-16291254,0,0, 736
0,0, 27,11,-117,-16290936,0,0, 736
0,0, 46,0,-117,-16290974,0,0, 736
0,0, 0,0,0,-16291065,0,0, 736
