0,0,-473,479
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-1,7,8,-96
0,0,0,-90
0,-1,0,-228
-6,14,39,-172
-25,0,87,-374
3,-5,18,82
0,0,18,-103
0,0,0,-52
0,0,0,-66
0,0,7,-114
-1,0,-14,-109
-42,-63,-26,-191
0,0,0,-47
0,0,0,-35
0,0,0,-96
0,0,0,-93
0,0,0,-106
0,0,0,-193
0,0,0,-100
0,0,0,-184
0,0,0,-170
0,0,0,-219
19,-4,-76,-210
16,35,-42,-7
0,0,0,-8
0,0,0,5
0,0,0,-58
0,0,3,-92
0,0,0,-178
32,-61,-37,-20
-56,136,106,-344
-24,-2,20,-147
-10,79,13,-146
-45,1,111,-106
-25,8,52,-192
-13,-95,36,-131
0,0,0,-483
0,0,0,-370
0,0,0,-193
0,0,0,-264
0,0,0,206
0,0,0,-283
0,0,0,45
0,0,0,-290
0,0,0,-243
0,0,0,-21
0,0,0,-254
0,0,0,-227
0,0,0,-155
0,0,0,-294
-5,-37,15,-706
0,0,0,-405
-9,-36,56,-164
-26,-62,108,-305
-15,-5,90,-257
-1,-4,18,-185
-4,9,39,-191
0,0,34,-141
0,0,0,-245
-17,122,-6,-674
0,0,0,-300
0,0,0,-257
0,0,0,-311
0,0,0,-151
0,0,0,-87
0,0,0,-219
0,0,0,-102
0,0,0,-185
0,0,0,-96
0,0,0,-290
0,0,0,-367
0,0,0,-162
0,0,0,-169
0,0,0,-110
0,0,0,-250
0,0,0,-163
0,0,0,-145
0,0,0,-304
0,0,0,89
-15,-16,103,-120
0,0,0,-353
0,0,1,-247
0,0,8,-90
0,-3,7,-193
0,0,3,-239
-10,-7,50,-234
-18,-7,43,-164
-14,-36,81,-271
0,64,49,-231
-19,35,88,-47
-27,21,94,-644
0,0,0,-164
0,0,0,-240
30,-24,-64,-266
27,-3,-60,-153
32,-23,-52,-156
1,10,-8,-272
0,1,-3,-175
-19,1,54,-477
0,0,0,-141
-26,58,129,-636
-3,1,34,-278
-9,8,37,-246
-10,45,-5,-347
0,0,0,-41
-8,-17,39,-341
0,0,0,-299
-5,16,23,-337
-5,-2,5,-260
-13,-17,71,-314
0,-2,6,-269
0,0,0,-152
3,5,-1,-235
0,0,0,-220
0,0,0,-214
0,-1,-1,-322
0,0,0,-214
0,0,0,-55
0,0,0,-126
0,0,0,-59
0,0,0,-24
0,0,0,-41
0,0,0,0
0,0,0,42
0,0,0,-2
0,0,0,20
0,0,0,48
0,0,0,66
0,0,0,56
0,0,0,145
0,0,0,125
-12,-52,27,116
-38,-35,48,104
-28,22,48,22
-29,-33,46,-128
35,10,-48,25
74,36,-83,-69
47,16,-59,-45
57,205,-152,350
42,89,-94,189
29,84,-78,239
30,100,-83,307
19,10,-28,386
2,-5,-13,221
-28,180,16,452
0,0,0,298
-23,46,74,252
