-24,49,90,518
-8,-9,51,393
-20,-50,84,639
0,0,0,347
9,7,-29,193
8,-41,-27,245
0,0,0,290
0,0,0,358
0,0,0,-12
0,0,0,160
0,0,0,-19
1,-9,-9,644
0,0,0,26
12,49,-27,419
4,5,-13,127
2,-5,-32,371
12,72,-45,290
0,0,0,369
0,1,-1,338
0,0,6,387
3,-16,-16,492
0,0,0,260
11,-10,-69,477
0,-1,-13,40
28,-34,-90,468
6,-4,-20,617
1,2,-8,410
6,-28,-20,290
0,0,0,260
0,0,0,16
0,0,0,254
0,-3,3,555
0,0,0,316
0,0,0,306
0,0,0,352
0,0,0,272
0,0,0,193
0,0,0,308
0,0,0,292
0,0,0,193
0,0,0,262
23,-13,-80,585
1,10,-62,336
27,-147,-35,264
29,70,-90,93
29,21,-95,269
36,-23,-95,197
0,-4,-39,309
8,7,-71,256
15,-52,-57,374
10,-55,-8,300
0,0,0,209
0,0,0,166
0,0,0,154
0,0,0,98
0,0,0,111
0,0,0,96
0,0,0,96
0,0,0,96
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-64
0,0,0,-58
0,0,0,-153
0,0,0,-179
0,0,0,-233
-15,-91,89,-404
1,11,-18,74
0,-3,-3,-353
-1,21,2,-40
-17,-51,152,-103
-70,-89,284,-169
-59,320,211,11
-53,-175,254,-166
-43,-60,191,-406
29,79,-122,-151
-14,24,94,-630
12,18,-121,-205
3,10,-27,-522
13,-1,-59,-348
16,-19,-85,-15
-1,6,3,-466
-2,14,6,-481
0,0,0,-572
0,0,0,-411
-19,66,22,-491
9,-45,0,-836
21,-107,-30,156
0,0,8,-868
0,0,0,-350
0,0,0,-506
0,0,0,-453
-8,-62,-67,-4
-3,21,2,939
2,32,8,-22
0,0,3,-207
4,28,0,-394
0,0,-53,143
-12,4,64,-516
1,-2,0,-205
0,0,1,532
-7,-6,66,-690
0,0,0,-179
0,0,-13,-303
0,-87,59,-76
0,1,2,342
-6,18,22,-723
0,0,0,-258
-1,-1,12,-375
-5,1,57,-357
0,0,0,-202
-16,24,31,-301
-10,30,15,-202
1,-12,-22,-269
0,0,0,-230
0,-1,-17,-180
151,263,-161,-368
8,-47,12,-192
-2,3,2,-166
0,0,0,-268
0,0,0,-281
0,0,0,-141
0,0,0,-135
0,0,-4,-101
7,-48,23,-159
120,-289,-149,-189
0,0,0,0
16,68,-8,-114
0,0,0,-78
0,0,0,26
0,0,0,41
-4,31,14,79
0,0,3,118
0,0,0,62
0,0,0,115
0,0,0,89
-29,-35,52,266
0,0,0,147
7,14,-48,96
15,7,-60,41
20,13,-77,63
33,-57,-140,140
38,-36,-154,165
20,-7,-152,179
16,-4,-84,236
-36,97,312,485
-11,23,108,385
-8,0,85,375
-66,58,207,407
-61,-140,183,527
-32,-31,135,189
-18,-45,134,305
-23,56,97,324
-35,180,84,-15
16,-41,-54,-348
28,-5,-88,733
16,22,-86,191
6,5,-95,271
16,21,-82,425
1,0,-13,205
2,6,-28,180
20,73,-126,521
5,-17,-5,122
10,7,-58,593
0,0,-1,524
0,-1,-11,682
0,0,0,214
0,0,0,338
0,0,0,506
0,0,0,319
0,0,0,203
1,-3,0,285
0,0,0,301
0,0,0,261
0,0,0,657
0,-6,-7,51
20,75,-214,-68
-3,-4,19,-563
15,-7,-38,923
0,0,0,360
18,-84,-24,460
1,12,2,341
6,-31,29,266
-10,69,0,294
-3,-24,71,452
1,0,-36,708
0,0,0,353
0,0,0,352
3,148,-16,387
0,-1,0,265
0,0,0,237
0,0,0,96
0,0,0,351
0,0,0,301
-26,117,129,225
0,0,0,705
0,0,-3,312
3,-16,-5,290
2,-13,-1,274
0,0,0,290
2,19,-28,290
3,-19,-8,246
0,0,0,156
1,-6,-5,197
0,0,0,189
0,0,-1,158
0,0,0,68
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
